Variables="X","Y","Vorticity"
0.000000 	 0.000000 	 0.000000 
0.000000 	 0.007752 	 -0.001237 
0.000000 	 0.015504 	 -0.006751 
0.000000 	 0.023256 	 -0.014992 
0.000000 	 0.031008 	 -0.024226 
0.000000 	 0.038760 	 -0.033096 
0.000000 	 0.046512 	 -0.040609 
0.000000 	 0.054264 	 -0.046032 
0.000000 	 0.062016 	 -0.048813 
0.000000 	 0.069767 	 -0.048519 
0.000000 	 0.077519 	 -0.044799 
0.000000 	 0.085271 	 -0.037357 
0.000000 	 0.093023 	 -0.025940 
0.000000 	 0.100775 	 -0.010326 
0.000000 	 0.108527 	 0.009684 
0.000000 	 0.116279 	 0.034265 
0.000000 	 0.124031 	 0.063575 
0.000000 	 0.131783 	 0.097750 
0.000000 	 0.139535 	 0.136910 
0.000000 	 0.147287 	 0.181154 
0.000000 	 0.155039 	 0.230558 
0.000000 	 0.162791 	 0.285179 
0.000000 	 0.170543 	 0.345049 
0.000000 	 0.178295 	 0.410174 
0.000000 	 0.186047 	 0.480536 
0.000000 	 0.193798 	 0.556088 
0.000000 	 0.201550 	 0.636754 
0.000000 	 0.209302 	 0.722431 
0.000000 	 0.217054 	 0.812983 
0.000000 	 0.224806 	 0.908247 
0.000000 	 0.232558 	 1.008027 
0.000000 	 0.240310 	 1.112099 
0.000000 	 0.248062 	 1.220206 
0.000000 	 0.255814 	 1.332066 
0.000000 	 0.263566 	 1.447366 
0.000000 	 0.271318 	 1.565768 
0.000000 	 0.279070 	 1.686908 
0.000000 	 0.286822 	 1.810399 
0.000000 	 0.294574 	 1.935833 
0.000000 	 0.302326 	 2.062782 
0.000000 	 0.310078 	 2.190802 
0.000000 	 0.317829 	 2.319437 
0.000000 	 0.325581 	 2.448218 
0.000000 	 0.333333 	 2.576667 
0.000000 	 0.341085 	 2.704305 
0.000000 	 0.348837 	 2.830649 
0.000000 	 0.356589 	 2.955215 
0.000000 	 0.364341 	 3.077528 
0.000000 	 0.372093 	 3.197117 
0.000000 	 0.379845 	 3.313525 
